	AveExpr	Coef	t	P.value	P.value.adj	Results
AT1G06680.2	11.41546	-0.792479	-0.77085	0.23143229	0.99999982	0
AT1G07010.1	6.99102	-0.115227	0	0.92745751	0.99999982	0
AT1G07280.2	6.02057	1.055681	0.49226	0.3791124	0.99999982	0
AT1G07320.3	5.26895	-2.794733	-0.62564	0.45690845	0.99999982	0
AT1G08550.2	6.10575	1.091387	0.5911	0.32736335	0.99999982	0
AT1G08930.2	9.16943	0.21123	0	0.87433558	0.99999982	0
AT1G09130.1	4.90323	1.890203	0.60434	0.42263773	0.99999982	0
AT1G09570.2	6.22641	1.306275	0.89564	0.2205459	0.99999982	0
AT1G09640.2	6.03731	0.761022	0.17812	0.53589211	0.99999982	0
AT1G09970.1	4.78146	1.483586	0.46311	0.48570286	0.99999982	0
AT1G10390.2	6.91166	0.160287	0	0.89448664	0.99999982	0
AT1G10670.1	6.8758	0.936719	0.93497	0.18973558	0.99999982	0
AT1G10940.1	5.96508	-0.373903	0	0.77489557	0.99999982	0
AT1G11840.3	6.45412	1.769091	1.4591	0.10007114	0.915267873	0
AT1G11860.2	6.25981	-4.33945	-0.62689	0.49065662	0.99999982	0
AT1G12900.3	10.02384	0.332255	0	0.76744213	0.99999982	0
AT1G12900.4	7.80367	-4.738604	-0.86319	0.35581023	0.99999982	0
AT1G13060.1	6.14221	0.483895	0	0.63046971	0.99999982	0
AT1G13440.2	5.61928	-3.397164	-0.53528	0.53788233	0.99999982	0
AT1G14320.2	5.13109	0.01737	0	0.99344307	0.99999982	0
AT1G14400.2	5.35527	0.727328	0.10309	0.64449655	0.99999982	0
AT1G15340.2	4.84756	1.660666	0.68776	0.3488752	0.99999982	0
AT1G15750.4	6.06977	-1.739108	-0.75207	0.31976816	0.99999982	0
AT1G17470.2	6.62373	-0.000678	0	0.99952953	0.99999982	0
AT1G17720.2	6.00257	0.761052	0.22375	0.47617199	0.99999982	0
AT1G18210.2	5.53509	2.154886	1.3554	0.12758081	0.949725432	0
AT1G18620.1	6.25969	0.900228	0.52571	0.32496032	0.99999982	0
AT1G18730.3	5.84822	-0.06268	0	0.96404296	0.99999982	0
AT1G19000.2	4.61519	-2.027032	-0.66194	0.39467763	0.99999982	0
AT1G19350.6	6.07348	1.075061	0.5833	0.32861803	0.99999982	0
AT1G19835.2	6.6478	0.306106	0	0.76518059	0.99999982	0
AT1G20620.5	10.1315	-1.322355	-0.80845	0.25487112	0.99999982	0
AT1G20696.1	5.65665	0.173914	0	0.90863197	0.99999982	0
AT1G20960.2	6.38227	1.803031	1.6272	0.07645541	0.89484183	0
AT1G21630.1	6.63155	0.409548	0	0.69371046	0.99999982	0
AT1G21640.1	6.58836	0.399478	0	0.68601725	0.99999982	0
AT1G22280.1	6.70407	0.296146	0	0.78641918	0.99999982	0
AT1G22300.2	6.43415	0.025324	0	0.98060661	0.99999982	0
AT1G22430.2	6.21854	0.775258	0.32396	0.40095766	0.99999982	0
AT1G22690.3	5.45419	1.152104	0.46148	0.42499113	0.99999982	0
AT1G22700.2	6.76853	0.044138	0	0.9657094	0.99999982	0
AT1G22930.2	5.65202	0.08914	0	0.96208928	0.99999982	0
AT1G23020.1	6.43153	0.11605	0	0.90955437	0.99999982	0
AT1G25400.2	6.4827	-0.866175	-0.34592	0.42425051	0.99999982	0
AT1G26110.2	7.07209	0.085404	0	0.95048993	0.99999982	0
AT1G26850.3	6.40257	1.194822	1.07675	0.1623928	0.971308408	0
AT1G27290.2	6.29492	-1.549479	-0.82073	0.26997581	0.99999982	0
AT1G27450.2	5.83156	1.721948	1.35384	0.11776306	0.939512061	0
AT1G27770.2	4.67029	-2.016397	-0.62404	0.41878596	0.99999982	0
AT1G29470.2	7.26928	0.312948	0	0.75667795	0.99999982	0
AT1G30230.1	6.88449	0.250272	0	0.8315899	0.99999982	0
AT1G32200.2	5.76916	1.310297	0.85356	0.23605515	0.99999982	0
AT1G32230.2	6.5793	0.042785	0	0.96698131	0.99999982	0
AT1G35420.1	6.20264	-0.848393	-0.28476	0.47054635	0.99999982	0
AT1G43170.3	5.52289	0.829368	0.13433	0.67738381	0.99999982	0
AT1G43170.4	5.22693	0.016563	0	0.99356588	0.99999982	0
AT1G45474.2	5.71068	-3.555477	-1.66748	0.08987196	0.915267873	0
AT1G48030.2	6.2988	1.108233	0.63716	0.30641408	0.99999982	0
AT1G48410.3	6.44632	0.275459	0	0.78567623	0.99999982	0
AT1G48600.1	7.05948	-0.208096	0	0.84281621	0.99999982	0
AT1G50430.2	5.90034	0.639354	0.06371	0.56934002	0.99999982	0
AT1G51805.2	5.7365	0.653381	0.06529	0.60969702	0.99999982	0
AT1G51980.2	5.44168	-0.26124	0	0.88728805	0.99999982	0
AT1G52870.1	6.12131	-4.177672	-2.15873	0.04086891	0.768709951	0
AT1G54040.1	7.72988	5.125095	4.10329	0.00194221	0.12270784	0
AT1G55860.2	8.0924	1.090983	1.68132	0.06505299	0.887167612	0
AT1G56190.2	6.74234	2.915309	2.24317	0.03151858	0.681243791	0
AT1G56200.2	6.39839	-1.628489	-0.73618	0.3186361	0.99999982	0
AT1G56220.1	7.73304	-0.878035	-0.88801	0.2006924	0.99999982	0
AT1G56280.2	4.99735	-2.307297	-0.52013	0.51167076	0.99999982	0
AT1G57680.2	4.92017	-2.111733	-0.57045	0.4626979	0.99999982	0
AT1G57720.2	6.92215	-1.969822	-1.15736	0.1715296	0.987497483	0
AT1G58250.1	6.2243	0.462887	0	0.63691869	0.99999982	0
AT1G58602.2	5.04021	-2.445877	-0.76797	0.35431761	0.99999982	0
AT1G62180.2	6.38339	-0.71417	-0.04361	0.81920161	0.99999982	0
AT1G63770.1	6.27969	-1.044442	-0.18081	0.69972477	0.99999982	0
AT1G63770.4	6.60667	1.117613	0.63113	0.31088661	0.99999982	0
AT1G63940.4	5.00044	-0.700362	-0.05121	0.7719169	0.99999982	0
AT1G64230.2	5.10736	3.182761	2.31364	0.02876726	0.648488867	0
AT1G64770.1	5.02821	2.681276	1.83072	0.0617459	0.869382327	0
AT1G64790.1	7.06437	0.586943	0.00534	0.50426373	0.99999982	0
AT1G65440.2	4.75459	1.682921	0.5643	0.43170865	0.99999982	0
AT1G65960.1	6.40667	-0.091994	0	0.9299705	0.99999982	0
AT1G66160.2	6.46017	-0.591118	-0.00838	0.56995279	0.99999982	0
AT1G66200.1	7.37734	-2.562676	-1.28296	0.1539975	0.95579304	0
AT1G66410.1	6.90789	0.490686	0	0.60847401	0.99999982	0
AT1G66970.1	8.52554	-0.917043	-1.16894	0.13769189	0.950375271	0
AT1G68010.1	9.66868	-0.111663	0	0.96561881	0.99999982	0
AT1G68590.2	4.70619	-2.031023	-0.61048	0.42903042	0.99999982	0
AT1G68660.2	5.57927	0.794207	0.17308	0.57618101	0.99999982	0
AT1G69510.3	5.71633	0.805364	0.23105	0.50219881	0.99999982	0
AT1G69740.2	6.83939	0.983916	0.39113	0.43326806	0.99999982	0
AT1G69840.3	5.60457	-1.230693	-0.26684	0.6348832	0.99999982	0
AT1G70370.2	6.96614	1.397869	0.82284	0.25582792	0.99999982	0
AT1G70410.1	6.11314	1.872902	1.11187	0.18121337	0.997399338	0
AT1G70490.2	6.96066	0.271975	0	0.78620245	0.99999982	0
AT1G70620.1	5.55952	1.143338	0.49075	0.40097949	0.99999982	0
AT1G70730.1	6.7061	-1.554389	-0.72619	0.31686877	0.99999982	0
AT1G70770.2	5.80562	1.719735	1.07552	0.1856712	0.997399338	0
AT1G72370.2	6.44026	-1.456702	-0.25589	0.6845515	0.99999982	0
AT1G74910.2	6.45791	1.181693	0.78656	0.25014503	0.99999982	0
AT1G74920.2	6.78279	0.6412	0.10022	0.49077447	0.99999982	0
AT1G75380.2	4.92489	1.074045	0.2273	0.64381823	0.99999982	0
AT1G75380.3	7.66385	-2.24261	-0.85908	0.29687486	0.99999982	0
AT1G76180.2	7.6405	-0.195245	0	0.85311334	0.99999982	0
AT1G76680.1	6.83007	-1.036799	-0.63	0.2989287	0.99999982	0
AT1G78040.2	7.35266	0.097745	0	0.92466215	0.99999982	0
AT1G78240.2	5.57147	1.30336	0.7112	0.29666947	0.99999982	0
AT1G79280.1	6.60322	0.223524	0	0.82518508	0.99999982	0
AT1G79920.2	6.66057	-1.960566	-1.0113	0.21848834	0.99999982	0
AT1G80380.4	4.82703	-2.270823	-0.61435	0.44130228	0.99999982	0
ATMG00020.1	7.53996	-2.835249	-2.8564	0.01130787	0.361851968	0
ATMG01390.1	8.77063	-2.510606	-5.86258	0.00016565	0.023135378	0
AT3G01120.1	8.28086	0.537678	0	0.55671804	0.99999982	0
AT3G01280.1	6.60588	0.277703	0	0.78415824	0.99999982	0
AT3G01290.1	8.81205	-0.352415	0	0.80306554	0.99999982	0
AT3G01370.1	6.67424	-0.047901	0	0.96262255	0.99999982	0
AT3G01480.1	7.88916	-0.305752	0	0.78411324	0.99999982	0
AT3G01500.2	5.44911	-2.99018	-0.4677	0.57890371	0.99999982	0
AT3G01910.1	5.19352	-0.502117	0	0.8259495	0.99999982	0
AT3G02080.1	6.71849	0.561327	0	0.54626036	0.99999982	0
AT3G02140.1	6.53882	-0.572931	0	0.57046068	0.99999982	0
AT3G02170.1	6.80699	0.319268	0	0.78039708	0.99999982	0
AT3G02260.1	8.43682	0.323203	0	0.85258428	0.99999982	0
AT3G02350.1	5.505	1.709425	1.18271	0.1553043	0.958321554	0
AT3G02730.1	7.70071	-0.078758	0	0.94339309	0.99999982	0
AT3G03380.1	6.42663	0.085192	0	0.93740736	0.99999982	0
AT3G04120.1	8.66518	0.612988	0.13504	0.44807022	0.99999982	0
AT3G04210.1	7.49685	0.444448	0	0.6678705	0.99999982	0
AT3G04240.1	5.83942	1.408016	0.83661	0.25101109	0.99999982	0
AT3G04340.1	6.53115	-0.988165	-0.43287	0.40212378	0.99999982	0
AT3G04400.1	5.51823	-3.206052	-0.54145	0.52877814	0.99999982	0
AT3G04470.1	6.09375	0.614654	0.04724	0.52730896	0.99999982	0
AT3G04550.1	7.6626	-1.042439	-0.86425	0.21305138	0.99999982	0
AT3G04720.1	5.2466	2.675707	1.91803	0.05319206	0.84016177	0
AT3G04730.1	6.551	-0.795092	-0.31033	0.41917949	0.99999982	0
AT3G04790.1	8.10113	-0.603698	-0.05641	0.48152858	0.99999982	0
AT3G04840.1	7.59565	0.494635	0	0.60224869	0.99999982	0
AT3G04870.1	6.92416	-0.048963	0	0.96181487	0.99999982	0
AT3G04920.1	6.18216	-0.863939	-0.22425	0.5521592	0.99999982	0
AT3G05530.1	6.74255	0.710337	0.29228	0.39649454	0.99999982	0
AT3G05590.1	7.09091	-0.176757	0	0.88700149	0.99999982	0
AT3G05730.1	6.35791	0.136889	0	0.89349759	0.99999982	0
AT3G05900.1	6.10575	-1.414453	-0.45974	0.47807623	0.99999982	0
AT3G06070.1	6.77696	-0.674011	-0.12328	0.51137402	0.99999982	0
AT3G06080.2	6.33581	0.001399	0	0.99911525	0.99999982	0
AT3G06500.1	6.10148	-0.364398	0	0.76050128	0.99999982	0
AT3G06510.2	5.68825	-0.898965	-0.17322	0.65119166	0.99999982	0
AT3G07100.1	6.58963	0.478549	0	0.62506944	0.99999982	0
AT3G07160.1	6.39341	-1.635158	-1.01768	0.19983909	0.99999982	0
AT3G07430.1	7.02888	-0.017993	0	0.98601126	0.99999982	0
AT3G07460.2	6.54485	0.411899	0	0.72786747	0.99999982	0
AT3G07470.1	6.56164	0.659665	0.18667	0.43504843	0.99999982	0
AT3G07560.1	7.20561	0.675965	0.20134	0.43393976	0.99999982	0
AT3G07780.1	7.55396	0.308972	0	0.81663554	0.99999982	0
AT3G07790.1	6.63155	-0.066935	0	0.95346424	0.99999982	0
AT3G08010.1	6.31132	-0.827884	-0.2723	0.47118953	0.99999982	0
AT3G08030.1	6.9619	-0.276935	0	0.81490236	0.99999982	0
AT3G08510.1	5.72842	2.165707	1.49229	0.10156708	0.915267873	0
AT3G08530.1	8.01324	0.697798	0.30054	0.38984687	0.99999982	0
AT3G08590.1	6.06444	0.755937	0.19156	0.51126754	0.99999982	0
AT3G08610.1	6.35355	-1.06147	-0.47355	0.39341824	0.99999982	0
AT3G08650.2	5.7833	1.652302	1.12515	0.16833316	0.980546235	0
AT3G08740.1	7.47168	-0.509844	0	0.5876515	0.99999982	0
AT3G08850.1	6.69831	0.480212	0	0.61498618	0.99999982	0
AT3G08940.2	9.88638	-0.544956	0	0.57775454	0.99999982	0
AT3G09200.1	8.23502	-0.49483	0	0.60446451	0.99999982	0
AT3G09210.1	5.89198	0.397309	0	0.73526204	0.99999982	0
AT3G09390.1	9.26015	-1.478077	-3.92102	0.0020382	0.125552857	0
AT3G09500.1	6.45099	-0.023675	0	0.9818229	0.99999982	0
AT3G09630.1	7.95206	0.49608	0	0.60695001	0.99999982	0
AT3G09820.1	6.89244	-0.045916	0	0.96573833	0.99999982	0
AT3G09840.1	8.74482	0.695165	0.33492	0.37509984	0.99999982	0
AT3G09860.1	6.5254	1.024453	0.93769	0.19155367	0.99999982	0
AT3G10020.1	6.29059	-4.429171	-1.8107	0.07541028	0.89484183	0
AT3G10060.1	6.49865	0.958711	0.80198	0.22742787	0.99999982	0
AT3G10130.1	5.89774	-1.367101	-0.4738	0.4586989	0.99999982	0
AT3G10350.2	6.33962	-0.689205	-0.12022	0.54276026	0.99999982	0
AT3G10380.1	6.44042	1.527591	1.6295	0.07316219	0.89484183	0
AT3G10410.1	6.79139	1.003666	0.90431	0.19979204	0.99999982	0
AT3G10420.2	6.01481	-0.394684	0	0.74274659	0.99999982	0
AT3G10520.1	6.07756	-0.779547	-0.13148	0.64046057	0.99999982	0
AT3G10670.1	6.63366	-1.480517	-1.0249	0.1893218	0.99999982	0
AT3G10720.2	6.74181	-1.625892	-0.70143	0.33760027	0.99999982	0
AT3G10850.1	6.39341	-0.207172	0	0.83926527	0.99999982	0
AT3G10985.1	6.65809	-0.947394	-0.44126	0.38389146	0.99999982	0
AT3G11130.1	8.04753	0.679458	0.31375	0.38207249	0.99999982	0
AT3G11170.1	9.09249	-0.002042	0	0.99954656	0.99999982	0
AT3G11410.1	6.88388	-0.403464	0	0.67853479	0.99999982	0
AT3G11510.1	6.32757	0.527921	0	0.59502526	0.99999982	0
AT3G11560.2	6.48087	0.236606	0	0.81457637	0.99999982	0
AT3G11630.1	10.02745	-0.112052	0	0.98339222	0.99999982	0
AT3G11700.1	7.81523	-0.748343	-0.40384	0.35339834	0.99999982	0
AT3G11710.1	6.54946	0.119527	0	0.91024833	0.99999982	0
AT3G11910.1	6.23449	0.284528	0	0.78267641	0.99999982	0
AT3G12120.1	8.85494	-0.289233	0	0.8078369	0.99999982	0
AT3G12345.1	7.54681	-0.953345	-0.62649	0.28875926	0.99999982	0
AT3G12400.1	5.93215	0.225597	0	0.83682209	0.99999982	0
AT3G12630.1	6.99849	0.021096	0	0.98358149	0.99999982	0
AT3G12780.1	11.82063	-0.054198	0	0.9998576	0.99999982	0
AT3G12800.1	5.89774	1.037362	0.56007	0.33407501	0.99999982	0
AT3G13070.1	6.54283	0.380065	0	0.6996871	0.99999982	0
AT3G13080.1	5.55556	0.087658	0	0.96613891	0.99999982	0
AT3G13120.1	7.48221	0.249809	0	0.825428	0.99999982	0
AT3G13410.1	6.76297	0.746276	0.30876	0.39912032	0.99999982	0
AT3G13470.1	7.176	0.082854	0	0.93929394	0.99999982	0
AT3G13520.1	6.37205	0.770602	0.2993	0.41550286	0.99999982	0
AT3G13530.1	6.19279	1.704458	1.60538	0.07801558	0.89484183	0
AT3G13670.1	6.18216	1.402039	1.04038	0.18074858	0.997399338	0
AT3G13750.1	9.5562	-0.92939	-1.17402	0.13678085	0.950375271	0
AT3G13870.1	6.4212	0.877087	0.54252	0.31354869	0.99999982	0
AT3G13930.1	6.41389	0.913697	0.71655	0.25199678	0.99999982	0
AT3G14050.1	5.46426	1.93897	1.368	0.12003913	0.939512061	0
AT3G14067.1	7.35579	0.092312	0	0.9320657	0.99999982	0
AT3G14270.1	6.34516	1.069141	0.9795	0.18220939	0.997399338	0
AT3G14310.1	8.18362	-0.502811	0	0.60751403	0.99999982	0
AT3G14420.1	8.799	-3.731031	-2.58184	0.01926737	0.535608446	0
AT3G14620.1	6.86785	1.073451	0.71507	0.2671206	0.99999982	0
AT3G14660.1	5.8445	1.639554	1.24931	0.13717069	0.950375271	0
AT3G14690.1	6.30766	0.77497	0.35126	0.38455198	0.99999982	0
AT3G14840.2	6.77751	-0.423337	0	0.66793148	0.99999982	0
AT3G15190.1	7.98119	-0.606657	-0.05777	0.48386392	0.99999982	0
AT3G15210.1	6.30907	1.205479	1.10113	0.1569771	0.961091495	0
AT3G15353.1	10.04015	-1.578391	-4.97374	0.00048177	0.049050132	0
AT3G15354.1	6.24456	0.425413	0	0.66446249	0.99999982	0
AT3G15356.1	6.65244	1.304522	1.67463	0.06652694	0.887167612	0
AT3G15360.1	8.65508	-0.818384	-0.72017	0.24668995	0.99999982	0
AT3G15450.1	9.3645	-2.081879	-5.26399	0.00033695	0.037738622	0
AT3G15630.1	5.83942	-2.57996	-1.09731	0.21075325	0.99999982	0
AT3G15730.1	8.42518	0.724091	0.5827	0.28800306	0.99999982	0
AT3G15810.1	5.89774	-1.50675	-0.59571	0.38956106	0.99999982	0
AT3G15840.1	5.07626	1.302753	0.25255	0.66560866	0.99999982	0
AT3G15850.1	7.30465	-0.006435	0	0.99504567	0.99999982	0
AT3G16000.1	6.10534	-1.070278	-0.31381	0.53792	0.99999982	0
AT3G16140.1	10.12989	-0.944982	-1.88053	0.04767121	0.818628167	0
AT3G16240.1	8.91603	-1.611267	-3.5196	0.00369851	0.175252365	0
AT3G16290.1	5.89198	0.471913	0	0.67843461	0.99999982	0
AT3G16370.1	7.09565	-0.534778	0	0.57210903	0.99999982	0
AT3G16530.1	5.33022	3.282261	2.37615	0.0261406	0.619331179	0
AT3G16570.1	5.71835	-0.02893	0	0.98540719	0.99999982	0
AT3G16640.1	10.32257	-0.975766	-2.03721	0.03729054	0.735071127	0
AT3G16670.1	6.09943	-1.90322	-0.57104	0.44715355	0.99999982	0
AT3G16720.1	5.96656	0.794351	0.34661	0.39398666	0.99999982	0
AT3G16770.1	6.8279	1.210937	1.41395	0.09846461	0.915267873	0
AT3G16910.1	6.21819	1.102906	0.58088	0.33507267	0.99999982	0
AT3G17020.1	6.8464	-0.548022	0	0.5584704	0.99999982	0
AT3G17050.1	6.18414	0.348857	0	0.72653118	0.99999982	0
AT3G17390.1	9.6691	1.203689	3.19567	0.00601505	0.242968583	0
AT3G17410.1	6.6224	1.361099	1.54876	0.08138764	0.905091475	0
AT3G17650.1	6.41599	-0.983105	-0.42834	0.40389102	0.99999982	0
AT3G17930.1	6.54283	0.558062	0	0.53883188	0.99999982	0
AT3G18035.1	6.3859	0.05508	0	0.9572031	0.99999982	0
AT3G18050.1	6.6478	-1.743821	-1.29555	0.13009926	0.950375271	0
AT3G18060.1	6.15614	0.698187	0.20853	0.44215049	0.99999982	0
AT3G18080.1	7.22073	0.025604	0	0.98066632	0.99999982	0
AT3G18290.1	7.31131	-0.176223	0	0.89534215	0.99999982	0
AT3G18390.1	7.22541	-0.648037	-0.09201	0.51854484	0.99999982	0
AT3G18490.1	7.33733	-0.172198	0	0.87471455	0.99999982	0
AT3G18740.1	6.96022	0.539098	0	0.5553301	0.99999982	0
AT3G18780.2	8.94969	0.277227	0	0.85771397	0.99999982	0
AT3G18830.1	6.20383	1.268797	1.24779	0.12750988	0.949725432	0
AT3G18890.1	7.8389	-0.227533	0	0.86502155	0.99999982	0
AT3G19030.1	7.49294	-0.864116	-0.62741	0.27905634	0.99999982	0
AT3G19480.1	5.54555	0.775444	0.15202	0.5953857	0.99999982	0
AT3G19680.1	7.98532	-0.137548	0	0.92737963	0.99999982	0
AT3G19710.1	6.82741	0.44163	0	0.67314284	0.99999982	0
AT3G19760.1	6.34573	0.185079	0	0.86034782	0.99999982	0
AT3G19820.1	6.35993	1.155058	0.70095	0.28292516	0.99999982	0
AT3G19930.1	6.17991	1.218256	1.03934	0.17258308	0.990902487	0
AT3G20050.1	5.90416	1.460894	1.17764	0.14775406	0.953749755	0
AT3G20390.1	7.0533	-0.120842	0	0.90573204	0.99999982	0
AT3G20410.1	5.97289	0.504103	0	0.62164897	0.99999982	0
AT3G20770.1	7.34598	-0.226957	0	0.8596956	0.99999982	0
AT3G21055.1	10.66479	-1.015163	-2.36576	0.02215906	0.566125564	0
AT3G21200.1	6.07348	-0.44444	0	0.71561405	0.99999982	0
AT3G21670.1	5.81741	0.742655	0.19027	0.49996986	0.99999982	0
AT3G22060.1	5.97289	-2.779937	-1.08878	0.21939583	0.99999982	0
AT3G22110.1	6.55697	0.151363	0	0.88178283	0.99999982	0
AT3G22120.1	9.49193	0.354049	0	0.79028764	0.99999982	0
AT3G22121.1	8.03983	-0.65509	-0.1285	0.47609694	0.99999982	0
AT3G22231.1	7.9647	2.752071	5.80963	0.0001784	0.023135378	0
AT3G22380.2	4.86748	2.327487	0.71305	0.38070567	0.99999982	0
AT3G22440.1	7.5725	-0.813247	-0.45314	0.34257299	0.99999982	0
AT3G22890.1	9.29906	0.143755	0	0.97439107	0.99999982	0
AT3G22960.1	6.56937	-1.055575	-0.50606	0.37004282	0.99999982	0
AT3G23000.1	5.68825	0.356641	0	0.80234244	0.99999982	0
AT3G23400.1	7.98234	-0.151572	0	0.90848003	0.99999982	0
AT3G23450.1	7.10316	-1.254323	-1.2253	0.13158665	0.950375271	0
AT3G23600.1	6.77288	0.362384	0	0.71845101	0.99999982	0
AT3G23700.1	7.12991	-0.774615	-0.43149	0.34556388	0.99999982	0
AT3G23750.1	6.88732	-0.20463	0	0.86274649	0.99999982	0
AT3G23810.1	6.84598	-0.534313	0	0.57248795	0.99999982	0
AT3G23820.1	7.84977	-0.064192	0	0.95596176	0.99999982	0
AT3G23920.1	8.39248	0.906653	1.061	0.15973123	0.967021475	0
AT3G23990.1	6.6639	0.36859	0	0.7230642	0.99999982	0
AT3G24050.1	5.7325	-1.154927	-0.34248	0.53280372	0.99999982	0
AT3G24160.1	6.82689	0.467454	0	0.62682661	0.99999982	0
AT3G24190.1	6.89423	-1.296615	-1.00404	0.18579801	0.997399338	0
AT3G24430.1	7.13206	0.168089	0	0.87767882	0.99999982	0
AT3G24480.1	6.52243	0.086526	0	0.93255337	0.99999982	0
AT3G24550.1	6.93588	-1.361654	-1.04002	0.17887457	0.997399338	0
AT3G24830.1	7.26117	-0.347911	0	0.72557703	0.99999982	0
AT3G25500.1	6.54313	0.501034	0	0.59831494	0.99999982	0
AT3G25520.1	7.83574	-0.607553	-0.04664	0.500966	0.99999982	0
AT3G25530.1	5.12552	-2.55994	-0.72711	0.38302723	0.99999982	0
AT3G25660.1	6.81049	0.134647	0	0.89639338	0.99999982	0
AT3G25690.1	8.06533	-2.377663	-1.5241	0.09959587	0.915267873	0
AT3G25770.1	7.74452	-0.500535	0	0.59542504	0.99999982	0
AT3G25920.1	8.85444	-0.310172	0	0.81204693	0.99999982	0
AT3G26070.1	6.18624	1.391225	1.30667	0.11903866	0.939512061	0
AT3G26420.1	6.99932	0.268196	0	0.7907184	0.99999982	0
AT3G26450.1	5.74613	0.647018	0.07146	0.56848031	0.99999982	0
AT3G26520.1	10.47276	-1.865673	-7.18229	3.836e-05	0.006750985	-1
AT3G26570.1	4.84752	1.025986	0.21427	0.64546931	0.99999982	0
AT3G26580.1	7.31734	-0.182911	0	0.8950493	0.99999982	0
AT3G26650.1	11.35989	-0.132196	0	0.99902833	0.99999982	0
AT3G26710.1	7.08974	-0.986936	-0.86816	0.20922259	0.99999982	0
AT3G26730.1	6.06742	1.060141	0.59602	0.31925028	0.99999982	0
AT3G26740.1	9.75236	-1.347818	-4.2603	0.0012555	0.091305178	0
AT3G27090.1	6.70057	0.222297	0	0.82561854	0.99999982	0
AT3G27160.1	8.12616	-0.949541	-0.99719	0.17472387	0.996573176	0
AT3G27690.1	9.11186	-1.204432	-2.3486	0.02282023	0.566125564	0
AT3G27820.1	7.3128	0.074533	0	0.94774619	0.99999982	0
AT3G27830.1	9.12333	-0.763505	-0.6287	0.27383043	0.99999982	0
AT3G27850.1	8.7734	-0.303893	0	0.84651121	0.99999982	0
AT3G27925.1	7.4337	0.433212	0	0.6638427	0.99999982	0
AT3G28180.1	7.64122	-0.146831	0	0.89005485	0.99999982	0
AT3G28710.1	6.01222	-1.682611	-0.39541	0.56958695	0.99999982	0
AT3G28715.1	5.16349	3.05677	2.13423	0.03848526	0.741826208	0
AT3G28860.1	6.66616	-0.280172	0	0.78062022	0.99999982	0
AT3G28940.1	6.24748	1.50514	1.55791	0.08172926	0.905091475	0
AT3G29240.1	7.0991	-2.35495	-1.25792	0.15557168	0.958321554	0
AT3G29320.1	7.76065	-1.128523	-1.40301	0.09935732	0.915267873	0
AT3G30390.1	7.25526	-0.365834	0	0.71586566	0.99999982	0
AT3G30775.1	6.54946	-0.092061	0	0.92955597	0.99999982	0
AT3G41768.1	14.11141	-3.110853	-28.55883	0	1.652e-06	-1
AT3G41979.1	9.88546	-4.370433	-12.37664	6.5e-07	0.000201185	-1
AT3G42050.1	7.17705	0.481134	0	0.61373651	0.99999982	0
AT3G44110.1	7.11683	1.068109	0.48391	0.38785801	0.99999982	0
AT3G44260.1	6.4504	-1.03181	-0.46538	0.39135702	0.99999982	0
AT3G44310.1	6.05765	2.314365	1.69057	0.07446404	0.89484183	0
AT3G44480.1	6.95289	0.751778	0.36678	0.37040662	0.99999982	0
AT3G44670.1	5.78673	-1.293829	-0.30993	0.59922014	0.99999982	0
AT3G44880.1	6.56937	0.078905	0	0.93895395	0.99999982	0
AT3G44890.1	7.16992	0.048365	0	0.96413403	0.99999982	0
AT3G45030.1	6.17996	-0.802657	-0.16329	0.60067031	0.99999982	0
AT3G45140.1	10.21702	0.484866	0	0.66420423	0.99999982	0
AT3G45640.1	8.17625	0.070439	0	0.95378957	0.99999982	0
AT3G45780.1	7.98144	0.35787	0	0.74987495	0.99999982	0
AT3G45860.1	4.67029	4.244459	3.66912	0.00350764	0.169467087	0
AT3G45970.1	6.95	-1.218113	-1.00271	0.18229821	0.997399338	0
AT3G45980.1	5.95164	0.063148	0	0.95345837	0.99999982	0
AT3G46530.1	5.6497	2.467273	1.52322	0.101102	0.915267873	0
AT3G46740.1	7.2253	0.0996	0	0.93033329	0.99999982	0
AT3G46780.1	9.23438	-0.992685	-1.7821	0.05557357	0.847103772	0
AT3G46970.1	7.5146	-1.773099	-2.21428	0.02921358	0.648488867	0
AT3G47070.1	8.47209	-0.50498	0	0.6229434	0.99999982	0
AT3G47470.1	12.1721	-0.950978	-4.45155	0.00096226	0.082690192	0
AT3G47620.1	6.73272	-0.159154	0	0.8758936	0.99999982	0
AT3G47650.1	8.12052	0.733322	0.45159	0.3333163	0.99999982	0
AT3G47910.2	6.25413	0.250639	0	0.80661408	0.99999982	0
AT3G47960.1	6.74511	0.022095	0	0.98277296	0.99999982	0
AT3G48000.1	7.16107	-0.241079	0	0.82208863	0.99999982	0
AT3G48110.1	6.5469	0.865385	0.61258	0.28450846	0.99999982	0
AT3G48140.1	7.33793	0.58258	0	0.50972245	0.99999982	0
AT3G48200.1	7.04025	0.142098	0	0.91358033	0.99999982	0
AT3G48360.1	8.94563	-1.068145	-2.05527	0.03627373	0.720794046	0
AT3G48420.1	7.93826	-0.541745	0	0.55258482	0.99999982	0
AT3G48560.1	9.29747	-0.308751	0	0.82761083	0.99999982	0
AT3G48640.1	5.37225	2.480104	1.37222	0.13082523	0.950375271	0
AT3G48690.1	7.2433	0.603506	0.04583	0.49123643	0.99999982	0
AT3G48730.1	7.24189	-0.888313	-0.77723	0.23176014	0.99999982	0
